================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   i   i   i   i   i   i   o   o   o   o   o   o   r 
 in 1e-09 sec | l   s   n   n   n   n   n   n   u   u   u   u   u   u   a 
              | k   t   v   v   v   v   v   v   t   t   t   t   t   t   n 
              |         _   _   _   _   _   _   p   p   p   p   p   p   d 
              |         i   i   i   i   i   i   u   u   u   u   u   u   o 
              |         n   n   n   n   n   n   t   t   t   t   t   t   m 
              |         p   p   p   p   p   p   _   _   _   _   _   _   _ 
              |         u   u   u   u   u   u   5   5   5   5   5   5   s 
              |         t   t   t   t   t   t   _   _   _   _   _   _   e 
              |         s   s   s   s   s   s   0   0   0   0   0   0   e 
              |         _   _   _   _   _   _   _   _   _   _   _   _   d 
              |         5   5   5   5   5   5   5   4   3   2   1   0     
              |         _   _   _   _   _   _                             
              |         0   0   0   0   0   0                             
              |         _   _   _   _   _   _                             
              |         5   4   3   2   1   0                             
================================================================================
      28220.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28240.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28260.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28280.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28300.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28320.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28340.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28360.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28380.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28400.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28420.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28440.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28460.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28480.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28500.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28520.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28540.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28560.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28580.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28600.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28620.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28640.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28660.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28680.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28700.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28720.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28740.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28760.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28780.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28800.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28820.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28840.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28860.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28880.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28900.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28920.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28940.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28960.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      28980.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29000.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29020.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29040.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29060.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29080.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29100.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29120.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29140.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29160.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29180.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29200.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29220.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29240.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29260.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29280.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29300.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29320.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29340.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29360.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29380.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29400.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29420.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29440.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29460.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29480.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29500.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29520.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29540.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29560.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29580.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29600.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29620.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29640.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29660.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29680.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29700.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29720.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29740.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29760.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29780.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29800.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29820.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29840.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29860.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29880.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29900.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29920.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29940.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29960.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      29980.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30000.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30020.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30040.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30060.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30080.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30100.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30120.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30140.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30160.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30180.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30200.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30220.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30240.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30260.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30280.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30300.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30320.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30340.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30360.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30380.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30400.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30420.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30440.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30460.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30480.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30500.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30520.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30540.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30560.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30580.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30600.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30620.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30640.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30660.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30680.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30700.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30720.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30740.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30760.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30780.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30800.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30820.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30840.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30860.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30880.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30900.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30920.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30940.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30960.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      30980.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31000.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31020.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31040.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31060.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31080.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31100.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31120.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31140.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31160.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31180.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31200.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31220.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31240.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31260.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31280.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31300.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31320.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31340.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31360.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31380.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31400.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31420.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31440.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31460.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31480.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31500.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31520.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31540.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31560.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31580.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31600.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31620.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31640.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31660.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31680.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31700.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31720.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31740.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31760.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31780.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31800.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31820.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31840.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31860.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31880.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31900.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31920.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31940.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31960.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      31980.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32000.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32020.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32040.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32060.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32080.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32100.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32120.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32140.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32160.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32180.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32200.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32220.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32240.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32260.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32280.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32300.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32320.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32340.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32360.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32380.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32400.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32420.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32440.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32460.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32480.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32500.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32520.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32540.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32560.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32580.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32600.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32620.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32640.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32660.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32680.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32700.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32720.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32740.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32760.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32780.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32800.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32820.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32840.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32860.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32880.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32900.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32920.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32940.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32960.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      32980.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33000.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33020.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33040.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33060.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33080.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33100.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33120.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33140.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33160.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33180.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33200.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33220.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33240.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33260.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33280.0 | 1   0   0   1   0   0   0   0   1   0   1   1   1   1   1
      33300.0 | 0   0   0   1   0   0   0   0   1   0   1   1   1   1   1
