================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   s   r   r   r   r   r   r   r   r   r   r   r 
 in 1e-09 sec | l   s   t   e   c   a   a   a   a   a   a   a   a   a   a   a 
              | k   t   a   a   o   m   m   m   m   m   m   m   m   m   m   m 
              |         r   d   r   _   _   _   _   _   _   _   _   _   _   _ 
              |         t   y   e   a   a   a   a   a   a   a   a   w   d   d 
              |         _   _   _   d   d   d   d   d   d   d   d   e   a   a 
              |         i   o   o   d   d   d   d   d   d   d   d       t   t 
              |         n   u   u   r   r   r   r   r   r   r   r       a   a 
              |             t   t   _   _   _   _   _   _   _   _       _   _ 
              |                     o   o   o   o   o   o   o   o       i   o 
              |                     u   u   u   u   u   u   u   u       n   u 
              |                     t   t   t   t   t   t   t   t           t 
              |                     _   _   _   _   _   _   _   _             
      46578.1 | 1   0   0   0   0   0   1   1   1   0   1   1   0   0   0   0
      46658.0 | 0   0   0   0   0   0   1   1   1   0   1   1   0   0   0   0
      46740.0 | 1   0   0   0   0   0   1   1   1   0   1   1   0   0   0   0
      46742.2 | 1   0   0   0   0   0   1   1   1   0   1   1   1   0   0   0
      46822.0 | 0   0   0   0   0   0   1   1   1   0   1   1   1   0   0   0
      46904.0 | 1   0   0   0   0   0   1   1   1   0   1   1   1   0   0   0
      46905.5 | 1   0   0   0   0   0   1   1   1   0   1   0   1   0   0   0
      46905.6 | 1   0   0   0   0   0   1   1   1   0   0   0   0   0   0   0
      46906.3 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   0   0
      46986.0 | 0   0   0   0   0   0   1   1   1   1   0   0   0   0   0   0
      47068.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47150.0 | 0   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47232.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47233.6 | 1   0   0   1   0   0   1   1   1   1   0   0   0   0   1   0
      47234.5 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47314.0 | 0   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47396.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47478.0 | 0   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47560.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47642.0 | 0   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47724.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47726.2 | 1   0   0   0   0   0   1   1   1   1   0   0   1   0   1   0
      47806.0 | 0   0   0   0   0   0   1   1   1   1   0   0   1   0   1   0
      47888.0 | 1   0   0   0   0   0   1   1   1   1   0   0   1   0   1   0
      47889.6 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      47890.1 | 1   0   0   0   0   0   1   1   1   1   0   1   0   0   1   0
      47970.0 | 0   0   0   0   0   0   1   1   1   1   0   1   0   0   1   0
      48052.0 | 1   0   0   0   0   0   1   1   1   1   0   1   0   0   1   0
      48054.2 | 1   0   0   0   0   0   1   1   1   1   0   1   1   0   1   0
      48134.0 | 0   0   0   0   0   0   1   1   1   1   0   1   1   0   1   0
      48216.0 | 1   0   0   0   0   0   1   1   1   1   0   1   1   0   1   0
      48217.5 | 1   0   0   0   0   0   1   1   1   1   0   0   1   0   1   0
      48217.6 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      48218.3 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   1   0
      48298.0 | 0   0   0   0   0   0   1   1   1   1   1   0   0   0   1   0
      48380.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   1   0
      48382.2 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      48462.0 | 0   0   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      48544.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      48545.6 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   1   0
      48546.1 | 1   0   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      48626.0 | 0   0   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      48708.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      48710.2 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   1   0
      48790.0 | 0   0   0   0   0   0   1   1   1   1   1   1   1   0   1   0
      48872.0 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   1   0
      48873.3 | 1   0   0   0   0   0   1   0   1   1   1   1   1   0   1   0
      48873.4 | 1   0   0   0   0   0   0   0   1   1   1   1   1   0   1   0
      48873.5 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   1   0
      48873.6 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
      48954.0 | 0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
      49036.0 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      49118.0 | 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      49200.0 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      49282.0 | 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      49364.0 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      49371.3 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   0   0
      49446.0 | 0   0   0   0   0   0   1   1   1   1   1   1   1   0   0   0
      49528.0 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   1   0
      49529.4 | 1   0   0   0   0   0   1   1   1   1   0   1   0   0   1   0
      49529.5 | 1   0   0   0   0   0   1   1   0   1   0   1   0   0   1   0
      49529.6 | 1   0   0   0   0   0   0   0   0   1   0   0   0   0   1   0
      49529.8 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
      49610.0 | 0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
      49692.0 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      49693.8 | 1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
      49693.9 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0
      49694.0 | 1   0   0   0   0   0   0   0   1   0   1   0   1   0   0   0
      49694.2 | 1   0   0   0   0   0   0   0   1   0   1   1   1   0   0   0
      49694.3 | 1   0   0   0   0   0   1   0   1   0   1   1   1   0   0   0
      49694.4 | 1   0   0   0   0   0   1   1   1   0   1   1   1   0   0   0
      49694.7 | 1   0   0   0   0   0   1   1   1   1   1   1   1   0   0   0
      49696.2 | 1   0   0   0   0   0   1   1   1   0   1   1   1   0   0   0
      49774.0 | 0   0   0   0   0   0   1   1   1   0   1   1   1   0   0   0
      49856.0 | 1   0   0   0   0   0   1   1   1   0   1   1   1   0   0   0
      49858.9 | 1   0   0   0   0   0   1   1   1   0   1   1   1   1   0   0
      49860.0 | 1   0   0   0   0   0   1   1   1   1   1   1   1   1   0   0
      49938.0 | 0   0   0   0   0   0   1   1   1   1   1   1   1   1   0   0
      50020.0 | 1   0   0   0   0   0   1   1   1   1   1   1   1   1   1   0
      50020.4 | 1   0   0   0   0   0   1   1   1   1   1   1   1   1   1   1
      50021.4 | 1   0   0   0   0   0   1   1   1   1   1   1   0   1   1   1
      50021.9 | 1   0   0   0   0   0   1   1   1   1   1   1   0   1   1   0
      50022.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      50102.0 | 0   0   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      50184.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   0   1   0
      50188.3 | 1   0   0   0   0   0   1   1   1   0   1   1   0   0   1   0
      50266.0 | 0   0   0   0   0   0   1   1   1   0   1   1   0   0   1   0
      50348.0 | 1   0   0   0   0   0   1   1   1   0   1   1   0   0   0   0
      50350.9 | 1   0   0   0   0   0   1   1   1   0   1   1   0   1   0   0
      50352.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   1   0   0
      50430.0 | 0   0   0   0   0   0   1   1   1   1   1   1   0   1   0   0
      50512.0 | 1   0   0   0   0   0   1   1   1   1   1   1   0   1   1   0
      50512.4 | 1   0   0   0   0   0   1   1   1   1   1   1   0   1   1   1
      50513.6 | 1   0   0   0   0   0   1   1   1   1   1   0   0   1   1   1
      50513.9 | 1   0   0   0   0   0   1   1   1   1   1   0   1   1   1   0
      50514.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      50594.0 | 0   0   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      50676.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   1   0
      50680.3 | 1   0   0   0   0   0   1   1   1   0   1   0   1   0   1   0
      50758.0 | 0   0   0   0   0   0   1   1   1   0   1   0   1   0   1   0
      50840.0 | 1   0   0   0   0   0   1   1   1   0   1   0   1   0   0   0
      50842.9 | 1   0   0   0   0   0   1   1   1   0   1   0   1   1   0   0
      50844.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   1   0   0
      50922.0 | 0   0   0   0   0   0   1   1   1   1   1   0   1   1   0   0
      51004.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   1   1   0
      51004.4 | 1   0   0   0   0   0   1   1   1   1   1   0   1   1   1   1
      51005.4 | 1   0   0   0   0   0   1   1   1   1   1   0   0   1   1   1
      51005.9 | 1   0   0   0   0   0   1   1   1   1   1   0   0   1   1   0
      51006.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   1   0
      51086.0 | 0   0   0   0   0   0   1   1   1   1   1   0   0   0   1   0
      51168.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   0   1   0
      51172.3 | 1   0   0   0   0   0   1   1   1   0   1   0   0   0   1   0
      51250.0 | 0   0   0   0   0   0   1   1   1   0   1   0   0   0   1   0
      51332.0 | 1   0   0   0   0   0   1   1   1   0   1   0   0   0   0   0
      51334.9 | 1   0   0   0   0   0   1   1   1   0   1   0   0   1   0   0
      51336.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   1   0   0
      51414.0 | 0   0   0   0   0   0   1   1   1   1   1   0   0   1   0   0
      51496.0 | 1   0   0   0   0   0   1   1   1   1   1   0   0   1   1   0
      51496.4 | 1   0   0   0   0   0   1   1   1   1   1   0   0   1   1   1
      51497.4 | 1   0   0   0   0   0   1   1   1   1   0   0   0   1   1   1
      51497.9 | 1   0   0   0   0   0   1   1   1   1   0   0   1   1   1   0
      51498.0 | 1   0   0   0   0   0   1   1   1   1   0   0   1   0   1   0
      51498.2 | 1   0   0   0   0   0   1   1   1   1   0   1   1   0   1   0
      51578.0 | 0   0   0   0   0   0   1   1   1   1   0   1   1   0   1   0
      51660.0 | 1   0   0   0   0   0   1   1   1   1   0   1   1   0   1   0
      51664.3 | 1   0   0   0   0   0   1   1   1   0   0   1   1   0   1   0
      51742.0 | 0   0   0   0   0   0   1   1   1   0   0   1   1   0   1   0
      51824.0 | 1   0   0   0   0   0   1   1   1   0   0   1   1   0   0   0
      51826.9 | 1   0   0   0   0   0   1   1   1   0   0   1   1   1   0   0
      51828.0 | 1   0   0   0   0   0   1   1   1   1   0   1   1   1   0   0
      51906.0 | 0   0   0   0   0   0   1   1   1   1   0   1   1   1   0   0
      51988.0 | 1   0   0   0   0   0   1   1   1   1   0   1   1   1   1   0
      51988.4 | 1   0   0   0   0   0   1   1   1   1   0   1   1   1   1   1
      51989.4 | 1   0   0   0   0   0   1   1   1   1   0   1   0   1   1   1
      51989.9 | 1   0   0   0   0   0   1   1   1   1   0   1   0   1   1   0
      51990.0 | 1   0   0   0   0   0   1   1   1   1   0   1   0   0   1   0
      52070.0 | 0   0   0   0   0   0   1   1   1   1   0   1   0   0   1   0
      52152.0 | 1   0   0   0   0   0   1   1   1   1   0   1   0   0   1   0
      52156.3 | 1   0   0   0   0   0   1   1   1   0   0   1   0   0   1   0
      52234.0 | 0   0   0   0   0   0   1   1   1   0   0   1   0   0   1   0
      52316.0 | 1   0   0   0   0   0   1   1   1   0   0   1   0   0   0   0
      52318.9 | 1   0   0   0   0   0   1   1   1   0   0   1   0   1   0   0
      52320.0 | 1   0   0   0   0   0   1   1   1   1   0   1   0   1   0   0
      52398.0 | 0   0   0   0   0   0   1   1   1   1   0   1   0   1   0   0
      52480.0 | 1   0   0   0   0   0   1   1   1   1   0   1   0   1   1   0
      52480.4 | 1   0   0   0   0   0   1   1   1   1   0   1   0   1   1   1
      52481.6 | 1   0   0   0   0   0   1   1   1   1   0   0   0   1   1   1
      52481.9 | 1   0   0   0   0   0   1   1   1   1   0   0   1   1   1   0
      52482.0 | 1   0   0   0   0   0   1   1   1   1   0   0   1   0   1   0
      52562.0 | 0   0   0   0   0   0   1   1   1   1   0   0   1   0   1   0
      52644.0 | 1   0   0   0   0   0   1   1   1   1   0   0   1   0   1   0
      52648.3 | 1   0   0   0   0   0   1   1   1   0   0   0   1   0   1   0
      52726.0 | 0   0   0   0   0   0   1   1   1   0   0   0   1   0   1   0
      52808.0 | 1   0   0   0   0   0   1   1   1   0   0   0   1   0   0   0
      52810.9 | 1   0   0   0   0   0   1   1   1   0   0   0   1   1   0   0
      52812.0 | 1   0   0   0   0   0   1   1   1   1   0   0   1   1   0   0
      52890.0 | 0   0   0   0   0   0   1   1   1   1   0   0   1   1   0   0
      52972.0 | 1   0   0   0   0   0   1   1   1   1   0   0   1   1   1   0
      52972.4 | 1   0   0   0   0   0   1   1   1   1   0   0   1   1   1   1
      52973.4 | 1   0   0   0   0   0   1   1   1   1   0   0   0   1   1   1
      52973.9 | 1   0   0   0   0   0   1   1   1   1   0   0   0   1   1   0
      52974.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      53054.0 | 0   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      53136.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   0   1   0
      53140.3 | 1   0   0   0   0   0   1   1   1   0   0   0   0   0   1   0
      53218.0 | 0   0   0   0   0   0   1   1   1   0   0   0   0   0   1   0
      53300.0 | 1   0   0   0   0   0   1   1   1   0   0   0   0   0   0   0
      53302.9 | 1   0   0   0   0   0   1   1   1   0   0   0   0   1   0   0
      53304.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   1   0   0
      53382.0 | 0   0   0   0   0   0   1   1   1   1   0   0   0   1   0   0
      53464.0 | 1   0   0   0   0   0   1   1   1   1   0   0   0   1   1   0
      53464.4 | 1   0   0   0   0   0   1   1   1   1   0   0   0   1   1   1
      53465.8 | 1   0   0   0   0   0   1   1   1   0   1   0   0   1   1   1
      53465.9 | 1   0   0   0   0   0   1   1   1   0   1   0   1   1   1   0
      53466.0 | 1   0   0   0   0   0   1   1   1   0   1   0   1   0   1   0
      53466.2 | 1   0   0   0   0   0   1   1   1   0   1   1   1   0   1   0
      53546.0 | 0   0   0   0   0   0   1   1   1   0   1   1   1   0   1   0
      53628.0 | 1   0   0   0   0   0   1   1   1   0   1   1   1   0   0   0
      53632.3 | 1   0   0   0   0   0   1   1   0   0   1   1   1   0   0   0
      53633.0 | 1   0   0   0   0   0   1   1   0   1   1   1   1   0   0   0
      53710.0 | 0   0   0   0   0   0   1   1   0   1   1   1   1   0   0   0
      53792.0 | 1   0   0   0   0   0   1   1   0   1   1   1   1   0   0   0
      53794.9 | 1   0   0   0   0   0   1   1   0   1   1   1   1   1   0   0
      53796.0 | 1   0   0   0   0   0   1   1   1   0   1   1   1   1   0   0
      53874.0 | 0   0   0   0   0   0   1   1   1   0   1   1   1   1   0   0
      53956.0 | 1   0   0   0   0   0   1   1   1   0   1   1   1   1   0   0
      53957.4 | 1   0   0   0   0   0   1   1   1   0   1   1   0   1   0   0
      53958.0 | 1   0   0   0   0   0   1   1   1   0   1   1   0   0   0   0
      54038.0 | 0   0   0   0   0   0   1   1   1   0   1   1   0   0   0   0
      54120.0 | 1   0   0   0   0   0   1   1   1   0   1   1   0   0   0   0
      54124.3 | 1   0   0   0   0   0   1   1   0   0   1   1   0   0   0   0
      54125.0 | 1   0   0   0   0   0   1   1   0   1   1   1   0   0   0   0
      54202.0 | 0   0   0   0   0   0   1   1   0   1   1   1   0   0   0   0
      54284.0 | 1   0   0   0   0   0   1   1   0   1   1   1   0   0   0   0
      54286.9 | 1   0   0   0   0   0   1   1   0   1   1   1   0   1   0   0
      54288.0 | 1   0   0   0   0   0   1   1   1   0   1   1   0   1   0   0
      54366.0 | 0   0   0   0   0   0   1   1   1   0   1   1   0   1   0   0
      54448.0 | 1   0   0   0   0   0   1   1   1   0   1   1   0   1   0   0
      54449.6 | 1   0   0   0   0   0   1   1   1   0   1   0   0   1   0   0
      54449.9 | 1   0   0   0   0   0   1   1   1   0   1   0   1   1   0   0
      54450.0 | 1   0   0   0   0   0   1   1   1   0   1   0   1   0   0   0
      54530.0 | 0   0   0   0   0   0   1   1   1   0   1   0   1   0   0   0
      54612.0 | 1   0   0   0   0   0   1   1   1   0   1   0   1   0   0   0
      54616.3 | 1   0   0   0   0   0   1   1   0   0   1   0   1   0   0   0
      54617.0 | 1   0   0   0   0   0   1   1   0   1   1   0   1   0   0   0
      54694.0 | 0   0   0   0   0   0   1   1   0   1   1   0   1   0   0   0
      54776.0 | 1   0   0   0   0   0   1   1   0   1   1   0   1   0   0   0
      54778.9 | 1   0   0   0   0   0   1   1   0   1   1   0   1   1   0   0
      54780.0 | 1   0   0   0   0   0   1   1   1   0   1   0   1   1   0   0
      54858.0 | 0   0   0   0   0   0   1   1   1   0   1   0   1   1   0   0
      54940.0 | 1   0   0   0   0   0   1   1   1   0   1   0   1   1   0   0
      54941.4 | 1   0   0   0   0   0   1   1   1   0   1   0   0   1   0   0
      54942.0 | 1   0   0   0   0   0   1   1   1   0   1   0   0   0   0   0
      55022.0 | 0   0   0   0   0   0   1   1   1   0   1   0   0   0   0   0
      55104.0 | 1   0   0   0   0   0   1   1   1   0   1   0   0   0   0   0
      55108.3 | 1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
      55109.0 | 1   0   0   0   0   0   1   1   0   1   1   0   0   0   0   0
      55186.0 | 0   0   0   0   0   0   1   1   0   1   1   0   0   0   0   0
      55268.0 | 1   0   0   0   0   0   1   1   0   1   1   0   0   0   0   0
      55270.9 | 1   0   0   0   0   0   1   1   0   1   1   0   0   1   0   0
      55272.0 | 1   0   0   0   0   0   1   1   1   0   1   0   0   1   0   0
      55350.0 | 0   0   0   0   0   0   1   1   1   0   1   0   0   1   0   0
      55432.0 | 1   0   0   0   0   0   1   1   1   0   1   0   0   1   0   0
      55433.4 | 1   0   0   0   0   0   1   1   1   0   0   0   0   1   0   0
      55433.9 | 1   0   0   0   0   0   1   1   1   0   0   0   1   1   0   0
      55434.0 | 1   0   0   0   0   0   1   1   1   0   0   0   1   0   0   0
      55434.2 | 1   0   0   0   0   0   1   1   1   0   0   1   1   0   0   0
      55514.0 | 0   0   0   0   0   0   1   1   1   0   0   1   1   0   0   0
      55596.0 | 1   0   0   0   0   0   1   1   1   0   0   1   1   0   0   0
      55600.3 | 1   0   0   0   0   0   1   1   0   0   0   1   1   0   0   0
      55601.0 | 1   0   0   0   0   0   1   1   0   1   0   1   1   0   0   0
      55678.0 | 0   0   0   0   0   0   1   1   0   1   0   1   1   0   0   0
      55760.0 | 1   0   0   0   0   0   1   1   0   1   0   1   1   0   0   0
      55762.9 | 1   0   0   0   0   0   1   1   0   1   0   1   1   1   0   0
      55764.0 | 1   0   0   0   0   0   1   1   1   0   0   1   1   1   0   0
      55842.0 | 0   0   0   0   0   0   1   1   1   0   0   1   1   1   0   0
      55924.0 | 1   0   0   0   0   0   1   1   1   0   0   1   1   1   0   0
      55925.4 | 1   0   0   0   0   0   1   1   1   0   0   1   0   1   0   0
      55926.0 | 1   0   0   0   0   0   1   1   1   0   0   1   0   0   0   0
